Entity,Code,Year,Period life expectancy at birth,GDP per capita,900793-annotations,Population (historical)
Egypt,EGY,1900,,,,9940289
Egypt,EGY,1910,,,,11361079
Egypt,EGY,1918,,,,12443062
Egypt,EGY,1920,,,,12731391
El Salvador,SLV,1920,28,1487,,1307019
El Salvador,SLV,1930,29,1667,,1600789
El Salvador,SLV,1940,36,1773,,1826506
El Salvador,SLV,1950,44.195,2375,,2183456
El Salvador,SLV,1958,47.6866,2751,,2648627
El Salvador,SLV,1959,47.9708,2788,,2717496
El Salvador,SLV,1960,48.2923,2813,,2791387
El Salvador,SLV,1970,51.3643,3488,,3668751
El Salvador,SLV,1980,48.5892,3781,,4540320
El Salvador,SLV,1990,61.981,3378,,5399679
El Salvador,SLV,2000,67.7114,5403.715,,5943313
El Salvador,SLV,2010,70.9088,7351.1147,,6068202
El Salvador,SLV,2019,71.7253,8849.834,,6222267
El Salvador,SLV,2020,70.2436,8137.9746,,6234631
El Salvador,SLV,2023,72.0993,,,6309575
El Salvador,SLV,1800,,,,248000
El Salvador,SLV,1850,,,,366470
El Salvador,SLV,1900,,,,839397
El Salvador,SLV,1910,,,,1045631
El Salvador,SLV,1918,,,,1253010
England and Wales,,1850,42.75,,,
England and Wales,,1900,46.3,,,
England and Wales,,1910,53.95,,,
England and Wales,,1918,40.9,,,
England and Wales,,1920,56.52,,,
England and Wales,,1930,61.29,,,
England and Wales,,1940,60.59,,,
Equatorial Guinea,GNQ,1950,40.1113,797,,226520
Equatorial Guinea,GNQ,1958,42.2042,974,,260350
Equatorial Guinea,GNQ,1959,42.4747,1015,,264962
Equatorial Guinea,GNQ,1960,42.7416,1101,,269758
Equatorial Guinea,GNQ,1970,31.0861,1934,,320768
Equatorial Guinea,GNQ,1980,48.7799,2613,,288607
Equatorial Guinea,GNQ,1990,51.3965,2474,,474244
Equatorial Guinea,GNQ,2000,53.3952,12914.852,,703242
Equatorial Guinea,GNQ,2010,58.3445,42037.9,,1189045
Equatorial Guinea,GNQ,2019,62.2965,25006.34,,1670140
Equatorial Guinea,GNQ,2020,62.1408,23300.297,,1716435
Equatorial Guinea,GNQ,2023,63.7071,,,1847501
Equatorial Guinea,GNQ,1800,,,,80377
Equatorial Guinea,GNQ,1850,,,,108091
Equatorial Guinea,GNQ,1900,,,,135206
Equatorial Guinea,GNQ,1910,,,,123323
Equatorial Guinea,GNQ,1918,,,,117490
Equatorial Guinea,GNQ,1920,,,,117411
Equatorial Guinea,GNQ,1930,,,,132027
Equatorial Guinea,GNQ,1940,,,,151826
Eritrea,ERI,1950,33.2935,,,814829
Eritrea,ERI,1958,30.9094,,,932546
Eritrea,ERI,1959,36.9691,,,950505
Eritrea,ERI,1960,37.4429,,,972515
Eritrea,ERI,1970,41.1621,,,1243402
Eritrea,ERI,1980,44.6253,,,1605759
Eritrea,ERI,1990,49.7327,,,2032699
Eritrea,ERI,2000,56.2852,,,2246989
Eritrea,ERI,2010,63.6653,,,2945135
Eritrea,ERI,2019,67.3061,,,3240143
Eritrea,ERI,2020,66.9802,,,3291224
Eritrea,ERI,2023,68.6239,,,3470344
Eritrea,ERI,1800,,,,205010
Eritrea,ERI,1850,,,,684015
Eritrea,ERI,1900,,,,571858
Eritrea,ERI,1910,,,,578010
Eritrea,ERI,1918,,,,582735
Eritrea,ERI,1920,,,,591172
Eritrea,ERI,1930,,,,650705
Eritrea,ERI,1940,,,,708488
Estonia,EST,1900,43.1,,,873409
Estonia,EST,1950,66.3621,,,1102004
Estonia,EST,1958,68.7512,,,1200364
Estonia,EST,1959,68.6733,,,1209893
Estonia,EST,1960,69.3354,,,1220412
Estonia,EST,1970,70.3994,,,1361828
Estonia,EST,1980,69.4667,15044,,1476419
Estonia,EST,1990,69.9173,17247,,1570254
Estonia,EST,2000,71.0142,16806.975,,1396955
Estonia,EST,2010,75.8816,20713.426,,1331406
Estonia,EST,2019,78.7728,28505.604,,1326772
Estonia,EST,2020,78.8929,28261.582,,1329618
Estonia,EST,2023,79.1535,,,1367143
Estonia,EST,1800,,,,334136
Estonia,EST,1850,,,,479333
Estonia,EST,1910,,,,984932
Estonia,EST,1918,,,,1086387
Estonia,EST,1920,,,,1105673
Estonia,EST,1930,,,,1121590
Estonia,EST,1940,,,,1118777
Eswatini,SWZ,1950,43.4381,604,,271629
Eswatini,SWZ,1958,45.7524,684,,329721
Eswatini,SWZ,1959,46.0904,706,,337468
Eswatini,SWZ,1960,46.3885,783,,345292
Eswatini,SWZ,1970,51.2079,1704,,441173
Eswatini,SWZ,1980,58.2275,2946,,596615
Eswatini,SWZ,1990,61.1675,3881,,872384
Eswatini,SWZ,2000,47.6273,4894.5205,,1041378
Eswatini,SWZ,2010,48.331,7192.752,,1111593
Eswatini,SWZ,2019,59.8496,8375.426,,1179837
Eswatini,SWZ,2020,59.8618,8167.6895,,1192690
Eswatini,SWZ,2023,64.1227,,,1230457
Eswatini,SWZ,1800,,,,86000
Eswatini,SWZ,1850,,,,66771
Eswatini,SWZ,1900,,,,109096
Eswatini,SWZ,1910,,,,127720
Eswatini,SWZ,1918,,,,144399
Eswatini,SWZ,1920,,,,149409
Eswatini,SWZ,1930,,,,183282
Eswatini,SWZ,1940,,,,223795
Ethiopia,ETH,1950,35.5116,622,,17670379
Ethiopia,ETH,1958,32.6282,674,,20480229
Ethiopia,ETH,1959,39.1684,681,,20878044
Ethiopia,ETH,1960,39.6153,701,,21376637
Ethiopia,ETH,1970,42.1149,948,,27829085
Ethiopia,ETH,1980,42.8154,1033,,34428461
Ethiopia,ETH,1990,45.1166,915,,47609716
Ethiopia,ETH,2000,50.8802,771.7315,,67411450
Ethiopia,ETH,2010,59.7094,1106.383,,90538466
Ethiopia,ETH,2019,65.7413,2030.6775,,115737338
Ethiopia,ETH,2020,65.9688,2121.8591,,118917625
Ethiopia,ETH,2023,67.315,,,128691654
Ethiopia,ETH,1800,,,,12032589
Ethiopia,ETH,1850,,,,18434000
Ethiopia,ETH,1900,,,,17719308
Ethiopia,ETH,1910,,,,17576370
Ethiopia,ETH,1918,,,,17476313
Ethiopia,ETH,1920,,,,17476313
Ethiopia,ETH,1930,,,,17476313
Ethiopia,ETH,1940,,,,17476313
Ethiopia (former),OWID_ERE,1800,,,,3034000
Ethiopia (former),OWID_ERE,1950,,,,21580000
Ethiopia (former),OWID_ERE,1958,,,,24820000
Ethiopia (former),OWID_ERE,1959,,,,25290000
Ethiopia (former),OWID_ERE,1960,,,,25780000
Ethiopia (former),OWID_ERE,1970,,,,31630000
Ethiopia (former),OWID_ERE,1980,,,,38610000
Ethiopia (former),OWID_ERE,1990,,,,51190000
Ethiopia (former),OWID_ERE,2023,,,,
Europe,,1800,33.3,,,192912733
Europe,,1850,36.3,,,276590991
Europe,,1900,42.7,,,405874647
Europe,,1950,61.9599,,,549371730
Europe,,1958,68.0391,,,594193966
Europe,,1959,68.26,,,600405633
Europe,,1960,68.7123,,,606414710
Europe,,1970,70.286,,,657657647
Europe,,1980,71.3419,,,694974115
Europe,,1990,73.1225,,,724941268
Europe,,2000,73.4418,,,729127482
Europe,,2010,76.2025,,,739289011
Europe,,2019,78.7588,,,750806639
Europe,,2020,77.6514,,,750842135
Europe,,2023,79.0594,,,746963744
Europe,,1910,,,,441596965
Europe,,1918,,,,452130052
Europe,,1920,,,,455905369
Europe,,1930,,,,491336751
Europe,,1940,,,,526706462
Europe (UN),,1950,,,,548867419
Europe (UN),,1958,,,,593619818
Europe (UN),,1959,,,,599820002
Europe (UN),,1960,,,,605817143
Europe (UN),,1970,,,,656998505
Europe (UN),,1980,,,,694278598
Europe (UN),,1990,,,,724139351
Europe (UN),,2000,,,,728164148
Europe (UN),,2010,,,,738145276
Europe (UN),,2019,,,,749504082
Europe (UN),,2020,,,,749523992
Europe (UN),,2023,,,,745602817
European Union (27),,1800,,,,129466030
European Union (27),,1850,,,,180546075
European Union (27),,1900,,,,257414971
European Union (27),,1910,,,,279019224
European Union (27),,1918,,,,279041970
European Union (27),,1920,,,,280263133
European Union (27),,1930,,,,303913899
European Union (27),,1940,,,,323473908
European Union (27),,1950,,,,328138517
European Union (27),,1958,,,,349928878
European Union (27),,1959,,,,352991647
European Union (27),,1960,,,,355932392
European Union (27),,1970,,,,384383196
European Union (27),,1980,,,,406685684
European Union (27),,1990,,,,419996217
European Union (27),,2000,,,,427626018
European Union (27),,2010,,,,440607663
European Union (27),,2019,,,,447367862
European Union (27),,2020,,,,447776201
European Union (27),,2023,,,,450656232
Falkland Islands,FLK,1950,49.4809,,,2172
Falkland Islands,FLK,1958,52.7777,,,2204
Falkland Islands,FLK,1959,53.1904,,,2229
Falkland Islands,FLK,1960,53.539,,,2246
Falkland Islands,FLK,1970,55.3789,,,2259
Falkland Islands,FLK,1980,53.9358,,,2230
Falkland Islands,FLK,1990,53.336,,,2330
Falkland Islands,FLK,2000,71.1332,,,3084
Falkland Islands,FLK,2010,77.7285,,,3191
Falkland Islands,FLK,2019,78.6131,,,3501
Falkland Islands,FLK,2020,78.7753,,,3495
Falkland Islands,FLK,2023,79.2132,,,3460
Falkland Islands,FLK,1800,,,,1510
Falkland Islands,FLK,1850,,,,1863
Falkland Islands,FLK,1900,,,,2205
Falkland Islands,FLK,1910,,,,2281
Falkland Islands,FLK,1920,,,,2286
Falkland Islands,FLK,1930,,,,2290
Falkland Islands,FLK,1940,,,,2295
Faroe Islands,FRO,1950,60.5695,,,31651
Faroe Islands,FRO,1958,70.3641,,,33147
Faroe Islands,FRO,1959,71.2998,,,33640
Faroe Islands,FRO,1960,72.0184,,,34109
Faroe Islands,FRO,1970,74.8493,,,38244
Faroe Islands,FRO,1980,75.7515,,,43045
Faroe Islands,FRO,1990,76.8938,,,47477
Faroe Islands,FRO,2000,78.2507,,,45648
Faroe Islands,FRO,2010,78.7314,,,48149
Faroe Islands,FRO,2019,79.9058,,,51817
Faroe Islands,FRO,2020,79.9822,,,52575
Faroe Islands,FRO,2023,80.1792,,,54689
Faroe Islands,FRO,1800,,,,1586
Faroe Islands,FRO,1850,,,,4840
Faroe Islands,FRO,1900,,,,14773
Faroe Islands,FRO,1910,,,,18466
Faroe Islands,FRO,1920,,,,21104
Faroe Islands,FRO,1930,,,,24119
Faroe Islands,FRO,1940,,,,27565
Federal Republic of Central America,,2023,,,,
Fiji,FJI,1950,51.7077,,,309481
Fiji,FJI,1958,57.8284,,,381030
Fiji,FJI,1959,58.1586,,,392716
Fiji,FJI,1960,58.6024,,,404845
Fiji,FJI,1970,61.6519,,,531146
Fiji,FJI,1980,62.4058,,,641932
Fiji,FJI,1990,65.056,,,773274
Fiji,FJI,2000,66.1937,,,840857
Fiji,FJI,2010,66.7782,,,910376
Fiji,FJI,2019,67.0088,,,914849
Fiji,FJI,2020,66.924,,,914920
Fiji,FJI,2023,67.3157,,,924114
Fiji,FJI,1800,,,,130533
Fiji,FJI,1850,,,,136971
Fiji,FJI,1900,,,,126498
Fiji,FJI,1910,,,,147045
Fiji,FJI,1918,,,,162481
Fiji,FJI,1920,,,,167453
Fiji,FJI,1930,,,,210278
Fiji,FJI,1940,,,,272546
Finland,FIN,1900,41.81,2659,,2641827
Finland,FIN,1910,48.49,3038,,2919587
Finland,FIN,1918,32.85,2184,,3086976
Finland,FIN,1920,47.68,2942,,3134300
Finland,FIN,1930,54.45,4250,,3439039
Finland,FIN,1940,46.8,5133,,3695558
Finland,FIN,1950,64.2011,6779,,4008368
Finland,FIN,1958,68.6142,8725,,4359821
Finland,FIN,1959,68.7949,9172,,4394708
Finland,FIN,1960,68.9929,9931,,4429579
Finland,FIN,1970,70.3247,15266,,4606266
Finland,FIN,1980,73.6489,20640,,4779308
Finland,FIN,1990,74.9892,26884,,4986530
Finland,FIN,2000,77.6713,32689.77,,5176146
Finland,FIN,2010,80.0116,37615.113,,5363304
Finland,FIN,2019,81.8643,39874.8,,5521713
Finland,FIN,2020,81.8219,38871.703,,5529559
Finland,FIN,2023,81.9102,,,5601133
Finland,FIN,1800,,1213,,800000
Finland,FIN,1850,,1519,,1622623
Former Sudan,,1950,,1309,,
Former Sudan,,1958,,1513,,
Former Sudan,,1959,,1647,,
Former Sudan,,1960,,1632,,
Former Sudan,,1970,,1415,,
Former Sudan,,1980,,1484,,
Former Sudan,,1990,,1211,,
Former Sudan,,2000,,1951.4658,,
Former Sudan,,2010,,3707.3027,,
Former Sudan,,2019,,2757.3862,,
Former Sudan,,2020,,2586.8955,,
France,FRA,1850,43.31,2545.0276,,36317907
France,FRA,1900,45.1,4584,,40019136
France,FRA,1910,51.35,4726,,40344819
France,FRA,1918,34.84,3819,,38680067
France,FRA,1920,51.82,5144,,38529587
France,FRA,1930,56.8,7224,,40618294
France,FRA,1940,49.6,6443,,40337546
France,FRA,1950,66.3819,8266,,41883073
France,FRA,1958,70.1071,10927,,45493445
France,FRA,1959,70.1683,11124,,45963710
France,FRA,1960,70.3675,11792,,46428086
France,FRA,1970,72.0915,18187,,50813019
France,FRA,1980,74.2335,23537,,53941019
France,FRA,1990,76.8351,28129,,56990186
France,FRA,2000,79.0438,33409.68,,59483672
France,FRA,2010,81.4047,36086.727,,63417312
France,FRA,2019,82.7304,39084.656,,65729405
France,FRA,2020,82.1993,35913.82,,65905226
France,FRA,2023,83.3253,,,66438774
France,FRA,1800,,1659.6478,,29000000
French Guiana,GUF,1950,47.7369,,,23362
French Guiana,GUF,1958,53.6356,,,28648
French Guiana,GUF,1959,54.7426,,,29828
French Guiana,GUF,1960,55.8157,,,31063
French Guiana,GUF,1970,63.2738,,,46252
French Guiana,GUF,1980,67.1353,,,66319
French Guiana,GUF,1990,70.8509,,,112664
French Guiana,GUF,2000,72.9651,,,160582
French Guiana,GUF,2010,75.8516,,,234528
French Guiana,GUF,2019,76.5711,,,285524
French Guiana,GUF,2020,77.5067,,,289012
French Guiana,GUF,2023,76.9781,,,303358
French Guiana,GUF,1800,,,,5245
French Guiana,GUF,1850,,,,8883
French Guiana,GUF,1900,,,,15045
French Guiana,GUF,1910,,,,16716
French Guiana,GUF,1920,,,,18574
French Guiana,GUF,1930,,,,20637
French Guiana,GUF,1940,,,,22931
French Polynesia,PYF,1950,51.8591,,,64320
French Polynesia,PYF,1958,58.4251,,,80117
French Polynesia,PYF,1959,58.9668,,,81870
French Polynesia,PYF,1960,59.445,,,83646
French Polynesia,PYF,1970,62.495,,,113979
French Polynesia,PYF,1980,67.4054,,,156433
French Polynesia,PYF,1990,73.9083,,,203730
French Polynesia,PYF,2000,79.0001,,,240306
French Polynesia,PYF,2010,81.1407,,,270551
French Polynesia,PYF,2019,83.1955,,,278991
French Polynesia,PYF,2020,82.4588,,,279166
French Polynesia,PYF,2023,84.0698,,,281075
French Polynesia,PYF,1800,,,,62530
French Polynesia,PYF,1850,,,,62000
French Polynesia,PYF,1900,,,,30000
Gabon,GAB,1950,39.2682,2958,,472798
Gabon,GAB,1958,45.0635,3749,,501688
Gabon,GAB,1959,45.756,3857,,506763
Gabon,GAB,1960,46.4427,3982,,512283
Gabon,GAB,1970,52.6973,5587,,595812
Gabon,GAB,1980,57.8926,8402,,748350
Gabon,GAB,1990,60.7355,7646,,983691
Gabon,GAB,2000,61.8098,10637.8,,1275530
Gabon,GAB,2010,64.7148,14926.699,,1719828
Gabon,GAB,2019,67.3369,16449.715,,2267660
Gabon,GAB,2020,67.0725,15745.749,,2322485
Gabon,GAB,2023,68.3367,,,2484739
Gabon,GAB,1800,,,,158227
Gabon,GAB,1850,,,,294784
Gabon,GAB,1900,,,,369735
Gabon,GAB,1910,,,,336988
Gabon,GAB,1918,,,,320880
Gabon,GAB,1920,,,,320664
Gabon,GAB,1930,,,,360582
Gabon,GAB,1940,,,,407486
Gambia,GMB,1950,31.1556,982,,306713
Gambia,GMB,1958,33.6099,1097,,377335
Gambia,GMB,1959,34.0854,1129,,387502
Gambia,GMB,1960,34.5741,1167,,398030
Gambia,GMB,1970,39.5325,1422,,524062
Gambia,GMB,1980,44.9773,1325,,713872
Gambia,GMB,1990,51.2782,1400,,1054658
Gambia,GMB,2000,56.8994,1440.8619,,1455049
Gambia,GMB,2010,61.1675,1772.7268,,1926580
Gambia,GMB,2019,64.4275,1952.326,,2456795
Gambia,GMB,2020,64.4183,1914.1969,,2515694
Gambia,GMB,2023,65.8603,,,2697797
Gambia,GMB,1800,,,,103274
Gambia,GMB,1850,,,,112288
Gambia,GMB,1900,,,,167051
Gambia,GMB,1910,,,,180090
Gambia,GMB,1918,,,,189821
Gambia,GMB,1920,,,,193150
Gambia,GMB,1930,,,,222853
Gambia,GMB,1940,,,,256862
Georgia,GEO,1950,57.7105,,,3497401
Georgia,GEO,1958,60.6024,,,3913586
Georgia,GEO,1959,60.9936,,,3981643
Georgia,GEO,1960,61.3472,,,4053753
Georgia,GEO,1970,64.8687,,,4804011
Georgia,GEO,1980,68.2726,10519,,5165491
Georgia,GEO,1990,68.6787,12140,,5448811
Georgia,GEO,2000,70.0909,4891.664,,4328318
Georgia,GEO,2010,71.7318,8443.437,,3895882
Georgia,GEO,2019,74.1649,12631.664,,3796671
Georgia,GEO,2020,73.5094,11770.782,,3795624
Georgia,GEO,2023,74.4965,,,3807436
Georgia,GEO,1800,,,,1072178
Georgia,GEO,1850,,,,1410322
Georgia,GEO,1900,,,,2219948
Georgia,GEO,1910,,,,2430789
Georgia,GEO,1918,,,,2613950
Georgia,GEO,1920,,,,2662145
Georgia,GEO,1930,,,,2916778
Georgia,GEO,1940,,,,3195768
Germany,DEU,1950,66.8112,6186,,69847722
Germany,DEU,1958,69.2328,10739,,71694625
Germany,DEU,1959,69.3345,11440,,72241676
Germany,DEU,1960,69.2509,12282,,72811591
Germany,DEU,1970,70.6782,17277,,78205059
Germany,DEU,1980,73.0883,22497,,78315329
Germany,DEU,1990,75.3414,25391,,79707913
Germany,DEU,2000,78.0563,33367.285,,81797200
Germany,DEU,2010,80.0814,41109.582,,80830868
Germany,DEU,2019,81.1893,46761.945,,83559127
Germany,DEU,2020,81.0036,44996.43,,83628661
Germany,DEU,2023,81.3777,,,84548184
Germany,DEU,1800,,1786.9178,,18000000
Germany,DEU,1850,,2276,,33717866
Germany,DEU,1900,,4758,,55775391
Germany,DEU,1910,,5337,,64056716
Germany,DEU,1918,,4755,,63305628
Germany,DEU,1920,,4457,,63273356
Germany,DEU,1930,,6333,,67246048
Germany,DEU,1940,,8612,,71740083
Ghana,GHA,1950,43.0716,1788,,5080622
Ghana,GHA,1958,46.4025,1892,,6520096
Ghana,GHA,1959,46.7095,2106,,6735487
Ghana,GHA,1960,46.9416,2197,,6961167
Ghana,GHA,1970,47.8884,2270,,8925768
Ghana,GHA,1980,51.0594,1844,,11941397
Ghana,GHA,1990,55.3949,1693,,15394598
Ghana,GHA,2000,58.1392,2100.293,,19637041
Ghana,GHA,2010,61.2974,2946.0393,,25474957
Ghana,GHA,2019,64.4554,4143.3774,,31258887
Ghana,GHA,2020,64.3089,4069.252,,31887755
Ghana,GHA,2023,65.4979,,,33787870
Ghana,GHA,1900,,1126.6631,,2717458
Ghana,GHA,1910,,1244.5883,,2945929
Ghana,GHA,1920,,1298.77,,3173635
Ghana,GHA,1930,,1743.3796,,3664587
Ghana,GHA,1800,,,,2016034
Ghana,GHA,1850,,,,1988311
Ghana,GHA,1918,,,,3113075
Ghana,GHA,1940,,,,4223839
Gibraltar,GIB,1950,65.104,,,21637
Gibraltar,GIB,1958,69.7109,,,21857
Gibraltar,GIB,1959,70.1092,,,21849
Gibraltar,GIB,1960,70.2091,,,21827
Gibraltar,GIB,1970,71.8882,,,26611
Gibraltar,GIB,1980,73.7548,,,28649
Gibraltar,GIB,1990,76.8143,,,27170
Gibraltar,GIB,2000,80.1446,,,27684
Gibraltar,GIB,2010,82.0797,,,31221
Gibraltar,GIB,2019,83.1834,,,35469
Gibraltar,GIB,2020,83.0698,,,36142
Gibraltar,GIB,2023,83.553,,,38442
Gibraltar,GIB,1800,,,,9873
Grand Duchy of Baden,,2023,,,,
Grand Duchy of Tuscany,,2023,,,,
Great Colombia,,2023,,,,
Greece,GRC,1920,44.652,2284,,5771532
Greece,GRC,1940,54.336,3543,,7310983
Greece,GRC,1950,66.213,3052,,7651024
Greece,GRC,1958,69.7066,4723,,8214938
Greece,GRC,1959,69.5782,4846,,8297663
Greece,GRC,1960,70.5236,5015,,8384421
Greece,GRC,1970,72.7479,9900,,8747730
Greece,GRC,1980,74.4811,14300,,9653365
Greece,GRC,1990,77.2986,15964,,10258439
Greece,GRC,2000,78.442,20965.332,,10782578
Greece,GRC,2010,80.5727,26517.465,,11124619
Greece,GRC,2019,81.3487,23869.793,,10718520
Greece,GRC,2020,81.5361,21767.22,,10699317
Greece,GRC,2023,81.8568,,,10242850
Greece,GRC,1850,,1607,,3044219
Greece,GRC,1900,,1972,,4990133
Greece,GRC,1910,,2592,,5368127
Greece,GRC,1918,,2279,,5678901
Greece,GRC,1930,,3599,,6426998
Greece,GRC,1800,,,,2250000
Greenland,GRL,1950,39.5027,,,23188
Greenland,GRL,1958,55.559,,,29421
Greenland,GRL,1959,57.2494,,,30715
Greenland,GRL,1960,58.5461,,,32088
Greenland,GRL,1970,63.0296,,,45451
Greenland,GRL,1980,62.16,,,50087
Greenland,GRL,1990,63.2397,,,55602
Greenland,GRL,2000,65.6313,,,56187
Greenland,GRL,2010,68.4548,,,56588
Greenland,GRL,2019,70.2573,,,56064
Greenland,GRL,2020,70.1558,,,56056
Greenland,GRL,2023,70.055,,,55895
Greenland,GRL,1800,,,,3929
Greenland,GRL,1850,,,,7081
Greenland,GRL,1900,,,,12761
Greenland,GRL,1910,,,,14356
Greenland,GRL,1920,,,,16150
Greenland,GRL,1930,,,,18169
Greenland,GRL,1940,,,,20440
Grenada,GRD,1950,52.7215,,,77249
Grenada,GRD,1958,61.4231,,,90387
Grenada,GRD,1959,62.4154,,,92411
Grenada,GRD,1960,63.1436,,,94028
Grenada,GRD,1970,66.856,,,98385
Grenada,GRD,1980,68.1169,,,94516
Grenada,GRD,1990,70.5464,,,99917
Grenada,GRD,2000,72.9547,,,107418
Grenada,GRD,2010,74.7308,,,111550
Grenada,GRD,2019,74.9711,,,115943
Grenada,GRD,2020,75.019,,,116304
Grenada,GRD,2023,75.2052,,,117047
Grenada,GRD,1800,,,,29409
Grenada,GRD,1850,,,,32863
Grenada,GRD,1900,,,,62362
Grenada,GRD,1910,,,,66402
Grenada,GRD,1918,,,,65876
Grenada,GRD,1920,,,,66457
Grenada,GRD,1930,,,,78401
Grenada,GRD,1940,,,,87959
Guadeloupe,GLP,1950,53.0985,,,215470
Guadeloupe,GLP,1958,59.3033,,,264846
Guadeloupe,GLP,1959,60.2696,,,271993
Guadeloupe,GLP,1960,61.058,,,279391
Guadeloupe,GLP,1970,64.6923,,,318073
Guadeloupe,GLP,1980,69.9245,,,331173
Guadeloupe,GLP,1990,73.9321,,,388769
Guadeloupe,GLP,2000,77.08,,,419518
Guadeloupe,GLP,2010,80.12,,,408770
Guadeloupe,GLP,2019,81.3922,,,410222
Guadeloupe,GLP,2020,80.6481,,,407347
Guadeloupe,GLP,2023,82.0503,,,376468
Guadeloupe,GLP,1800,,,,125723
Guadeloupe,GLP,1850,,,,155092
Guadeloupe,GLP,1900,,,,183537
Guadeloupe,GLP,1910,,,,189866
Guadeloupe,GLP,1920,,,,190246
Guadeloupe,GLP,1930,,,,190628
Guadeloupe,GLP,1940,,,,191010
Guam,GUM,1950,59.5685,,,60761
Guam,GUM,1958,62.2188,,,66963
Guam,GUM,1959,62.5664,,,68066
Guam,GUM,1960,62.8818,,,69498
Guam,GUM,1970,65.8109,,,88337
Guam,GUM,1980,70.6742,,,110099
Guam,GUM,1990,73.4554,,,138577
Guam,GUM,2000,74.894,,,160028
Guam,GUM,2010,76.0954,,,166491
Guam,GUM,2019,76.6453,,,161783
Guam,GUM,2020,75.5289,,,162120
Guam,GUM,2023,77.2093,,,166477
Guam,GUM,1800,,,,6053
Guam,GUM,1850,,,,34000
Guam,GUM,1900,,,,9678
Guam,GUM,1910,,,,12000
Guam,GUM,1920,,,,14000
Guam,GUM,1930,,,,19000
Guam,GUM,1940,,,,22000
Guatemala,GTM,1900,24,,,1352626
Guatemala,GTM,1910,24,,,1494871
Guatemala,GTM,1920,25,2028,,1663732
Guatemala,GTM,1930,25,2831,,1857837
Guatemala,GTM,1940,29,4371,,2304571
Guatemala,GTM,1950,37.7986,3323,,3097158
Guatemala,GTM,1958,43.1375,3470,,3836987
Guatemala,GTM,1959,44.3313,3524,,3946454
Guatemala,GTM,1960,45.7598,3496,,4063608
Guatemala,GTM,1970,48.5065,4653,,5396921
Guatemala,GTM,1980,55.2968,6384,,6900169
Guatemala,GTM,1990,61.7673,5165,,9024719
Guatemala,GTM,2000,67.1018,5860.272,,11697544
Guatemala,GTM,2010,69.885,6526.4575,,14500078
Guatemala,GTM,2019,71.6394,7565.846,,17103759
Guatemala,GTM,2020,69.9707,7309.368,,17357274
Guatemala,GTM,2023,72.6023,,,18124791
Guatemala,GTM,1800,,,,462930
Guatemala,GTM,1850,,,,846846
Guatemala,GTM,1918,,,,1629816
Guernsey,GGY,1950,71.2314,,,44918
Guernsey,GGY,1958,73.5754,,,46793
Guernsey,GGY,1959,73.9296,,,46954
Guernsey,GGY,1960,75.1942,,,47142
Guernsey,GGY,1970,72.5782,,,53609
Guernsey,GGY,1980,75.4874,,,53903
Guernsey,GGY,1990,76.6357,,,58871
Guernsey,GGY,2000,79.3867,,,60250
Guernsey,GGY,2010,82.3105,,,61486
Guernsey,GGY,2019,83.2815,,,62761
Guernsey,GGY,2020,83.3459,,,63079
Guernsey,GGY,2023,83.2744,,,63995
Guernsey,GGY,1800,,,,19490
Guinea,GIN,1950,35.5857,520,,3013130
Guinea,GIN,1958,36.3645,630,,3436387
Guinea,GIN,1959,36.4682,655,,3495724
Guinea,GIN,1960,36.6231,671,,3556704
Guinea,GIN,1970,39.0603,795,,4277489
Guinea,GIN,1980,42.8415,872,,5047385
Guinea,GIN,1990,47.2518,861,,6434328
Guinea,GIN,2000,52.4197,1046.567,,8428787
Guinea,GIN,2010,56.4305,1291.6963,,10396041
Guinea,GIN,2019,59.3785,1690.8837,,13034294
Guinea,GIN,2020,59.3499,1726.5083,,13371136
Guinea,GIN,2023,60.7405,,,14405424
Guinea,GIN,1800,,,,983959
Guinea,GIN,1850,,,,1030853
Guinea,GIN,1900,,,,1533203
Guinea,GIN,1910,,,,1673930
Guinea,GIN,1918,,,,1806105
Guinea,GIN,1920,,,,1845110
Guinea,GIN,1930,,,,2168599
Guinea,GIN,1940,,,,2502427
Guinea-Bissau,GNB,1950,35.736,462,,543581
Guinea-Bissau,GNB,1958,37.1437,762,,572382
Guinea-Bissau,GNB,1959,37.3443,765,,574989
Guinea-Bissau,GNB,1960,37.5544,800,,577599
Guinea-Bissau,GNB,1970,37.2582,1395,,584356
Guinea-Bissau,GNB,1980,43.5703,1207,,829260
Guinea-Bissau,GNB,1990,46.8904,1270,,973638
Guinea-Bissau,GNB,2000,50.5646,1230.6406,,1234697
Guinea-Bissau,GNB,2010,56.9992,1329.3724,,1566293
Guinea-Bissau,GNB,2019,62.1612,1543.4176,,1967654
Guinea-Bissau,GNB,2020,61.343,1531.3096,,2013212
Guinea-Bissau,GNB,2023,64.0849,,,2153292
Guinea-Bissau,GNB,1800,,,,218167
Guinea-Bissau,GNB,1850,,,,211038
Guinea-Bissau,GNB,1900,,,,295214
Guinea-Bissau,GNB,1910,,,,319975
Guinea-Bissau,GNB,1918,,,,338521
Guinea-Bissau,GNB,1920,,,,344458
Guinea-Bissau,GNB,1930,,,,397429
Guinea-Bissau,GNB,1940,,,,458081
Guyana,GUY,1930,41.422,,,303521
Guyana,GUY,1950,49.208,,,418002
Guyana,GUY,1958,56.4492,,,535026
